Parameter Name,Group,Material,Lab min Value,Client min Value,Parameter Test Method,Pseudo Parameter,Discipline,Mu Value,Lab max Value,Client max Value,Unit,NABL,Material Table,Inputs,Material/Lab Name,Remark 
Water Absorpation,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,SHUTTERING PLYWOOD,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,Non NABL,,,SHUTTERING PLYWOOD,
California Bearing Ratio Soil,SOIL AND ROCK,Soil,1.00,0.00,IS 2720 (PART-16)1987 RA2021,FALSE,MECHANICAL,0.04,98.00,0.00,%,NABL,"lerm.parameter.master.table,3047",,SOIL,
Free Swell Index,SOIL AND ROCK,Soil,1.00,0.00,IS 2720 (Part-40)1977 RA2021,FALSE,MECHANICAL,0.07,100.00,0.00,%,NABL,"lerm.parameter.master.table,3048",,SOIL,
Grain Size Analysis,SOIL AND ROCK,Soil,0.10,0.00,IS 2720 (Part-4)1985 RA 2020,FALSE,MECHANICAL,0.05,100.00,0.00,mm,NABL,"lerm.parameter.master.table,689",,SOIL,
Liquid Limit,SOIL AND ROCK,Soil,0.10,0.00,IS 2720(Part-5) 1985 RA 2020,FALSE,MECHANICAL,0.02,75.00,0.00,%,NABL,"lerm.parameter.master.table,3030",,SOIL,
Moisture content,SOIL AND ROCK,Soil,2.00,0.00,IS 2720 (Part-28) :1974 RA-2020,FALSE,MECHANICAL,0.03,50.00,0.00,%,NABL,"lerm.parameter.master.table,3027",,SOIL,
Plastic Limit,SOIL AND ROCK,Soil,0.00,0.00,IS 2720 (PART-5) 1985 RA 2020,FALSE,MECHANICAL,0.02,50.00,0.00,%,NABL,"lerm.parameter.master.table,3031",,SOIL,
Dry Density by Sand Replacement method,SOIL AND ROCK,Soil,1.10,0.00,IS 2720 (Part-28) :1974,FALSE,MECHANICAL,0.00,3.50,0.00,gm/cc,NABL,"lerm.parameter.master.table,3049",,SOIL,
Heavy Compaction OMC/MDD,SOIL AND ROCK,Soil,1.40,0.00,IS 2720 (Part-8) 1983 RA 2020,FALSE,MECHANICAL,0.00,25.00,0.00,,NABL,"lerm.parameter.master.table,3050",,SOIL,
Light Compaction OMC/MDD,SOIL AND ROCK,Soil,1.40,0.00,IS 2720 (Part-7) 1983 RA 2020,FALSE,MECHANICAL,0.00,25.00,0.00,,NABL,"lerm.parameter.master.table,3051",,SOIL,
Field Dry Density of Soil by the Sand Replacement Method.,SOIL AND ROCK,Soil,0.00,0.00,IS 2720 (Part-28) :1974 RA-2020,FALSE,MECHANICAL,0.00,0.00,0.00,gm/cc,NABL,"lerm.parameter.master.table,3052",,SOIL,
SOIL FIELD TEST,SOIL AND ROCK,Soil,0.00,0.00,IS 1888: 1982,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,SOIL,
Specific Gravity,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Soil,1.50,0.00,IS 2720 Part 3: 1980 RA-2020,FALSE,MECHANICAL,0.00,3.50,0.00,,,"lerm.parameter.master.table,3204",,SOIL,
FIELD CALIFORNIA BEARING RATIO,Soil-Field,Soil,0.00,0.00,IS 2720 (Part 31),FALSE,MECHANICAL,0.00,"10,000.00",0.00,,NABL,,,SOIL,
California Bearing Ratio Soil 2,SOIL AND ROCK,Soil,0.00,0.00,,FALSE,MECHANICAL,0.00,"10,000,000.00",0.00,,,,,SOIL,
STATIC PILE LOAD TEST,Soil-Field,Soil,0.00,0.00,IS 2911 Part 4,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,SOIL,
EV2,SOIL AND ROCK,Soil,0.00,0.00,DIN 18134,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,SOIL,
MODULUS OF SUBGRADE REACTION,Soil-Field,Soil,0.00,0.00,IS 9214,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,SOIL,
Chloride,SOIL AND ROCK,Soil -Chemical,0.00,0.00,BS : 1377-Part3 :1990,FALSE,CHEMICAL,0.00,5.00,0.00,% by mass,Non NABL,"lerm.parameter.master.table,1270",Wt of sample taken ( gm ),Soil -Chemical,
Sulphate,BUILDING MATERIALS - CHEMICAL,Soil -Chemical,0.00,0.00,IS 2720 Part 27 1977,FALSE,CHEMICAL,0.00,5.00,0.00,% by mass,Non NABL,"lerm.parameter.master.table,2941",Weight of sample taken,Soil -Chemical,
pH,BUILDING MATERIALS - CHEMICAL,Soil -Chemical,1.00,0.00,IS 2720 Part 26 1987,FALSE,CHEMICAL,0.00,14.00,0.00,--,Non NABL,"lerm.parameter.master.table,2942",PH,Soil -Chemical,
Water Absorption (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,1.00,0.00,IS 2185 Part1:2020,FALSE,MECHANICAL,0.14,20.00,0.00,%,NABL,"lerm.parameter.master.table,2961",,SOLID CONCRETE BLOCK,
Block Density (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,400.00,0.00,IS 2185 Part-1,FALSE,MECHANICAL,0.00,"3,000.00",0.00,kg/m3,NABL,"lerm.parameter.master.table,3151",,SOLID CONCRETE BLOCK,
Drying Shrinkage (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,0.00,0.00,IS 2185 Part 1,FALSE,MECHANICAL,0.00,0.20,0.00,%,NABL,"lerm.parameter.master.table,2965",,SOLID CONCRETE BLOCK,
Moisture Movement (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,0.00,0.00,IS 2185 Part 1,FALSE,MECHANICAL,0.00,0.20,0.00,%,NABL,"lerm.parameter.master.table,2967",,SOLID CONCRETE BLOCK,
Compressive Strength (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,1.00,0.00,IS 2185 Part-1,FALSE,MECHANICAL,0.00,30.00,0.00,N/mm2,,"lerm.parameter.master.table,2969",,SOLID CONCRETE BLOCK,
Dimension,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,70.00,0.00,IS 2185 Part-1,FALSE,MECHANICAL,0.00,700.00,0.00,mm,,"lerm.parameter.master.table,2971",,SOLID CONCRETE BLOCK,
Length mm (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,100.00,0.00,IS 2185 (Part 1) : 2005 RA 2020,FALSE,MECHANICAL,0.03,700.00,0.00,mm,,"lerm.parameter.master.table,2973",,SOLID CONCRETE BLOCK,
Width mm (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,150.00,0.00,IS 2185 (Part 1) : 2005 RA 2020,FALSE,MECHANICAL,0.02,350.00,0.00,mm,,"lerm.parameter.master.table,2975",,SOLID CONCRETE BLOCK,
Height mm (Avg.),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Solid Blocks,70.00,0.00,IS 2185 (Part 1) : 2005 RA 2020,FALSE,MECHANICAL,0.02,500.00,0.00,mm,,"lerm.parameter.master.table,2977",,SOLID CONCRETE BLOCK,
STAINLESS STEEL - TMT,MECHANICAL PROPERTIES OF METALS,STAINLESS STEEL - TMT,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,,,,STAINLESS STEEL - TMT,
Carbon,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,1.10,0.00,% by mass,NABL,"lerm.parameter.master.table,4349",Carbon,Structural Steel - Chemical,
Manganese,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,1.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4357",Manganese,Structural Steel - Chemical,
Silicon,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,1.50,0.00,% by mass,NABL,"lerm.parameter.master.table,4378",Silicon,Structural Steel - Chemical,
Sulphur,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.06,0.00,% by mass,NABL,"lerm.parameter.master.table,4392",Sulphur,Structural Steel - Chemical,
Phosphorous,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.05,0.00,% by mass,NABL,"lerm.parameter.master.table,4406",Phosphorous,Structural Steel - Chemical,
Chromium,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,5.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4420",Chromium,Structural Steel - Chemical,
Nickel,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4434",Nickel,Structural Steel - Chemical,
Molybdenum,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.75,0.00,% by mass,NABL,"lerm.parameter.master.table,4448",Molybdenum,Structural Steel - Chemical,
Copper,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.50,0.00,% by mass,NABL,"lerm.parameter.master.table,4462",Copper,Structural Steel - Chemical,
Vanadium,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.05,0.00,% by mass,NABL,"lerm.parameter.master.table,4476",Vanadium,Structural Steel - Chemical,
Carbon Equivalent,METALS & ALLOYS,Structural Steel - Chemical,0.01,0.00,ASTM E415:2021,FALSE,CHEMICAL,0.00,0.70,0.00,% by mass,NABL,"lerm.parameter.master.table,4490",,Structural Steel - Chemical,
carbon equivalent,METALS & ALLOYS,Structural Steel - Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,"1,000.00",0.00,% by mass,NABL,"lerm.parameter.master.table,4505",Manganese,Structural Steel - Chemical,
Silicon,METALS & ALLOYS,Structural Steel Chemical,0.05,0.00,IS 228 part 8 :1989,FALSE,CHEMICAL,0.04,2.50,0.00,% by mass,NABL,"lerm.parameter.master.table,917","Wt of Sample taken, gm",STAINLESS STEEL CHEMICAL,
Carbon,METALS & ALLOYS,Structural Steel Chemical,0.01,0.00,IS 228 part 1 : 1987,FALSE,CHEMICAL,0.02,1.50,0.00,% by mass,NABL,"lerm.parameter.master.table,923",Wt of Sample taken (gm),STAINLESS STEEL CHEMICAL,
Chromium,METALS & ALLOYS,Structural Steel Chemical,10.00,0.00,IS 228 part 6 : 1987,FALSE,CHEMICAL,0.00,30.00,0.00,% by mass,NABL,"lerm.parameter.master.table,929",Wt of Sample taken (gm),STAINLESS STEEL CHEMICAL,
Manganese,METALS & ALLOYS,Structural Steel Chemical,0.10,0.00,IS 228 part 2 : 1987,FALSE,CHEMICAL,0.01,3.00,0.00,% by mass,NABL,"lerm.parameter.master.table,935",Wt of Sample taken  gm,STAINLESS STEEL CHEMICAL,
Molybdenum,METALS & ALLOYS,Structural Steel Chemical,0.10,0.00,IIS 228 part 7:1990,FALSE,CHEMICAL,0.00,3.00,0.00,% by mass,NABL,"lerm.parameter.master.table,941",A) Wt of Sample taken (gm),STAINLESS STEEL CHEMICAL,
Nickel,METALS & ALLOYS,Structural Steel Chemical,0.10,0.00,IS 228 Part 5: 1987,FALSE,CHEMICAL,0.01,15.00,0.00,% by mass,NABL,"lerm.parameter.master.table,947","Wt of Sample taken, gm",STAINLESS STEEL CHEMICAL,
Phosphorous,METALS & ALLOYS,Structural Steel Chemical,0.01,0.00,IS 228 part 3 : 1987,FALSE,CHEMICAL,0.03,0.10,0.00,% by mass,NABL,"lerm.parameter.master.table,953",Wt of Sample taken (gm),STAINLESS STEEL CHEMICAL,
Sulphur,METALS & ALLOYS,Structural Steel Chemical,0.01,0.00,IS 228 part 9 :1989,FALSE,CHEMICAL,0.03,0.25,0.00,% by mass,NABL,"lerm.parameter.master.table,959","volume, in ml, of potassium iodate  added",STAINLESS STEEL CHEMICAL,
Carbon,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,IS 228 Part 1 : RA 2018,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1239",Wt of Sample taken (gm),Metals & Alloys Structural Steel (Chemical ),
Manganese,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,IS 228 Part 1: 1987,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1290",Wt of Sample taken  gm,Metals & Alloys Structural Steel (Chemical ),
Sulphur,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,IS 228 Part 1 : RA 2018,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1318","volume, in ml, of potassium iodate  added",Metals & Alloys Structural Steel (Chemical ),
Phosphorus,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,IS 228 Part 1 : RA 2018,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1348",Wt of Sample taken (gm),Metals & Alloys Structural Steel (Chemical ),
Silicon,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,IS 228 Part 1 : RA 2018,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1376","A) Wt of Sample taken, gm",Metals & Alloys Structural Steel (Chemical ),
Carbon Equivalent (CE),METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,IS 228 Part 1 : RA 2018,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,,"lerm.parameter.master.table,1404",Carbon,Metals & Alloys Structural Steel (Chemical ),
Chromium,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1519",Wt of Sample taken (gm),Metals & Alloys Structural Steel (Chemical ),
Molybdenum,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1549",Wt of Sample taken (gm),Metals & Alloys Structural Steel (Chemical ),
Nickel,METALS & ALLOYS,STRUCTURAL STEEL CHEMICAL,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,1577","Wt of Sample taken, gm",Metals & Alloys Structural Steel (Chemical ),
0.2% Proof Load / Yield Stress,MECHANICAL PROPERTIES OF METALS,Threaded Steel Fasteners,660.00,0.00,,FALSE,MECHANICAL,0.00,900.00,0.00,,,"lerm.parameter.master.table,3108",,Threaded Steel Fasteners,
Elongation %,MECHANICAL PROPERTIES OF METALS,Threaded Steel Fasteners,12.00,0.00,,FALSE,MECHANICAL,0.00,50.00,0.00,,,"lerm.parameter.master.table,3107",,Threaded Steel Fasteners,
Ultimate Tensile Strength,MECHANICAL PROPERTIES OF METALS,Threaded Steel Fasteners,830.00,0.00,,FALSE,MECHANICAL,0.00,"1,200.00",0.00,,,"lerm.parameter.master.table,3109",,Threaded Steel Fasteners,
Reduction %,MECHANICAL PROPERTIES OF METALS,Threaded Steel Fasteners,52.00,0.00,,FALSE,MECHANICAL,0.00,85.00,0.00,,,"lerm.parameter.master.table,3106",,Threaded Steel Fasteners,
Carbon,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,,,Threaded Steel Fasteners-chemical,
Carbon,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.02,0.00,,FALSE,CHEMICAL,0.00,1.10,0.00,% by mass,NABL,"lerm.parameter.master.table,4744",Carbon,Threaded Steel Fasteners-chemical,
Manganese,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.03,0.00,,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4746",Manganese,Threaded Steel Fasteners-chemical,
Sulphur,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4748",Sulphur,Threaded Steel Fasteners-chemical,
Phosphorous,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.01,0.00,,FALSE,CHEMICAL,0.00,0.09,0.00,% by mass,NABL,"lerm.parameter.master.table,4750",Phosphorous,Threaded Steel Fasteners-chemical,
Boron,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,Non NABL,"lerm.parameter.master.table,4767",Boron,Threaded Steel Fasteners-chemical,
Chromium,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4824",Chromium,Threaded Steel Fasteners-chemical,
Nickel,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4826",Nickel,Threaded Steel Fasteners-chemical,
Molybdenum,METALS & ALLOYS,Threaded Steel Fasteners Bolt -chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4828",Molybdenum,Threaded Steel Fasteners-chemical,
Carbon,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.05,0.00,IS 228 Part 1: 1987,FALSE,CHEMICAL,0.05,2.50,0.00,% by mass,NABL,"lerm.parameter.master.table,3096",A) Wt of Sample taken (gm),Threaded Steel Fasteners,
Sulphur,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.01,0.00,IS 228 Part 2: 1987,FALSE,CHEMICAL,0.03,0.25,0.00,% by mass,NABL,"lerm.parameter.master.table,3097","A) volume, in ml, of potassium iodate  added",Threaded Steel Fasteners,
Phosphorous,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.01,0.00,IS 228 Part 3: 1987,FALSE,CHEMICAL,0.04,0.12,0.00,% by mass,NABL,"lerm.parameter.master.table,3098",A) Wt of Sample taken (gm),Threaded Steel Fasteners,
Chromium,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.01,0.00,IS 228 Part 6: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3099",A) Wt of Sample taken (gm),Threaded Steel Fasteners,
Nickel,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.01,0.00,IS 228 Part 5: 1987,FALSE,CHEMICAL,0.02,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3100","A) Wt of Sample taken, gm",Threaded Steel Fasteners,
Molybdenum,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.01,0.00,IS 228 Part 7: 1990,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3101",A) Wt of Sample taken (gm),Threaded Steel Fasteners,
Manganese,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.10,0.00,IS 228 Part 7: 1990,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3253",Wt of Sample taken  gm,Threaded Steel Fasteners,
Silicon,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.05,0.00,IS 228 Part 7: 1990,FALSE,CHEMICAL,0.00,5.00,0.00,% by mass,NABL,"lerm.parameter.master.table,3254","A) Wt of Sample taken, gm",Threaded Steel Fasteners,
Boron,METALS & ALLOYS,Threaded Steel Fasteners Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.00,0.00,% by mass,Non NABL,"lerm.parameter.master.table,3479",,Threaded Steel Fasteners,
Carbon,METALS & ALLOYS,Threaded Steel Fasteners NUT -Chemical,0.02,0.00,,FALSE,CHEMICAL,0.00,1.10,0.00,% by mass,NABL,"lerm.parameter.master.table,4752",carbon,Threaded Steel Fasteners  -Chemical,
Mangnese,METALS & ALLOYS,Threaded Steel Fasteners NUT -Chemical,0.03,0.00,,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4755",Manganese,Threaded Steel Fasteners  -Chemical,
Sulphur,METALS & ALLOYS,Threaded Steel Fasteners NUT -Chemical,0.00,0.00,,FALSE,CHEMICAL,0.00,0.06,0.00,% by mass,NABL,"lerm.parameter.master.table,4758",Sulphur,Threaded Steel Fasteners  -Chemical,
Phosphorous,METALS & ALLOYS,Threaded Steel Fasteners NUT -Chemical,0.01,0.00,,FALSE,CHEMICAL,0.00,0.09,0.00,% by mass,NABL,"lerm.parameter.master.table,4761",Phosphorous,Threaded Steel Fasteners  -Chemical,
Manganese,METALS & ALLOYS,Threaded Steel Fasteners NUT -Chemical,0.03,0.00,,FALSE,CHEMICAL,0.00,2.00,0.00,% by mass,NABL,"lerm.parameter.master.table,4764",Manganese,Threaded Steel Fasteners  -Chemical,
DIMENSIONS,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,2.00,0.00,%,NABL,"lerm.parameter.master.table,3291",,TILE,
Straightness,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.01,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.03,"1,000.00",0.00,%,Non NABL,"lerm.parameter.master.table,3293",,TILE,
Rectangularity,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.01,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,"1,000.00",0.00,%,Non NABL,"lerm.parameter.master.table,3294",,TILE,
"Centre Curvature, %",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.00,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,"1,000.00",0.00,%,Non NABL,"lerm.parameter.master.table,3295",,TILE,
"Edge Curvature, %",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.01,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,"1,000.00",0.00,%,Non NABL,"lerm.parameter.master.table,3296",,TILE,
"Warpage, %",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.01,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,"1,000.00",0.00,%,Non NABL,"lerm.parameter.master.table,3297",,TILE,
Water Absorption and Bulk Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 2: 2019,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,%,NABL,"lerm.parameter.master.table,3626",,TILE,
Modulus and Rupture and Breaking Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,30.00,0.00,IS 13630 Part 6: 2019,FALSE,MECHANICAL,0.00,"5,000.00",0.00,N/mm2,NABL,"lerm.parameter.master.table,3290",,TILE,
Crazing Resistance Test,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 9: 2019,FALSE,MECHANICAL,0.00,0.00,0.00,--,NABL,"lerm.parameter.master.table,3298",,TILE,
Resistance to staining,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 7: 2019,FALSE,MECHANICAL,0.00,0.00,0.00,--,Non NABL,"lerm.parameter.master.table,3437",,TILE,
Resistance to household Chemicals and swimming pool water cleansers except to cleasing agent containing hydroflouric acids and its compounds.,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 7: 2019,FALSE,MECHANICAL,0.00,0.00,0.00,--,Non NABL,"lerm.parameter.master.table,3442",,TILE,
Surface Quality,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,0.00,0.00,--,Non NABL,"lerm.parameter.master.table,3447",,TILE,
Moh's Scratch Hardness,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,IS 13630 Part 13: 2019,FALSE,MECHANICAL,0.00,0.00,0.00,--,NABL,"lerm.parameter.master.table,3452",,TILE,
"Deviation in Length and Width, %",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.00,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,"10,000.00",0.00,%,,"lerm.parameter.master.table,3373",,TILE,
"Deviation in Thickness, %",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,-5.00,0.00,IS 13630 Part 1: 2019,FALSE,MECHANICAL,0.00,"10,000.00",0.00,%,,"lerm.parameter.master.table,3378",,TILE,
"Water Absorption, Average",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,%,,"lerm.parameter.master.table,3403",,TILE,
"Water Absorption, Individual",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,,FALSE,MECHANICAL,0.00,"10,000,000.00",0.00,%,NABL,"lerm.parameter.master.table,3408",,TILE,
"Bulk Density, g/cc",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,,FALSE,MECHANICAL,0.00,"10,000,000.00",0.00,g/cc,,"lerm.parameter.master.table,3413",,TILE,
"Modulus of Rupture, Average",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,N/mm2,,"lerm.parameter.master.table,3418",,TILE,
"Modulus of Rupture, Individual (Minimum Value)",BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,,FALSE,MECHANICAL,0.00,"1,000,000.00",0.00,N/mm2,,"lerm.parameter.master.table,3423",,TILE,
Breaking Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tile,0.00,0.00,,FALSE,MECHANICAL,0.00,"100,000.00",0.00,N,,"lerm.parameter.master.table,3428",,TILE,
TENSILE ADHESION(DRY & WET),BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,TILE ADHESIVE,0.00,0.00,,FALSE,MECHANICAL,0.00,0.00,0.00,,Non NABL,,,TILE ADHESIVE,
Breaking Strength,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tiles Ceramic/Vitrified Tiles,0.00,0.00,IS 13630 Part 6,FALSE,MECHANICAL,0.00,0.00,0.00,,NABL,,,Tiles Ceramic/Vitrified Tiles,
Bulk Density,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tiles Ceramic/Vitrified Tiles,0.00,0.00,IS 13630 Part 2,FALSE,MECHANICAL,0.00,0.00,0.00,,NABL,,,Tiles Ceramic/Vitrified Tiles,
Crazing Resistance,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tiles Ceramic/Vitrified Tiles,0.00,0.00,IS 13630 Part 9,FALSE,MECHANICAL,0.00,0.00,0.00,,NABL,,,Tiles Ceramic/Vitrified Tiles,
Deviation in Length and Width,BUILDING INFRASTRUCTURE AND CONSTRUCTION MATERIAL,Tiles Ceramic/Vitrified Tiles,0.00,0.00,IS 13630 Part 1,FALSE,MECHANICAL,0.00,0.00,0.00,,NABL,,,Tiles Ceramic/Vitrified Tiles,
